"","id","title","description","short_title","short_desc","vid_created"
"58","dNV7COWz8ME","International Women's Day: Last Week Tonight with John Oliver (HBO)","Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","International Women's Day","Connect with Last Week Tonight online..",2016-03-15
"59","zsjZ2r9Ygzw","Encryption: Last Week Tonight with John Oliver (HBO)","Strong encryption poses problems for law enforcement, is weakening it worth the risks it presents? It’s…complicated. 

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Encryption","Strong encryption poses problems for law enforcement, is weakening it worth the risks it presents? It’s…complicated.",2016-03-14
"60","3saU5racsGE","Special Districts: Last Week Tonight with John Oliver (HBO)","Special districts spend more public money than all city governments combined. That's odd considering most of us don't know they exist.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Special Districts","Special districts spend more public money than all city governments combined. That's odd considering most of us don't know they exist",2016-03-07
"61","DnpO_RTSNmQ","Donald Trump: Last Week Tonight with John Oliver (HBO)","Our main story was about Donald Trump. We can't believe we're saying that either.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Donald Trump","Our main story was about Donald Trump. We can't believe we're saying that either",2016-02-29
"62","XebG4TO_xss","Whitewashing: Last Week Tonight with John Oliver (HBO)","With the academy awards coming up, Last Week Tonight asks: Hollywood whitewashing...how is this still a thing?

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Whitewashing","With the academy awards coming up, Last Week Tonight asks: Hollywood whitewashing...how is this still a thing",2016-02-23
"63","DRauXXz6t0Y","Abortion Laws: Last Week Tonight with John Oliver (HBO)","Abortion is theoretically legal, but some states make it practically inaccessible.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Abortion Laws","Abortion is theoretically legal, but some states make it practically inaccessible",2016-02-22
"64","rHFOwlMCdto","Voting: Last Week Tonight with John Oliver (HBO)","Every American deserves an equal vote. But in some states, access to voting is becoming less and less equal.  

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Voting","Every American deserves an equal vote. But in some states, access to voting is becoming less and less equal. ",2016-02-15
"65","f0X-8tSgiuA","Season 3: Promo: Last Week Tonight with John Oliver (HBO)","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGcg

Last Week Tonight with John Oliver returns Sunday, February 14 at 11PM on HBO.

Follow @LastWeekTonight on Twitter: http://www.twitter.com/LastWeekTonight
Like Last Week Tonight on Facebook: https://www.facebook.com/LastWeekTonight

It's HBO.

Connect with HBO Online
Find HBO on Facebook: http://Facebook.com/HBO
Follow @HBO on Twitter: http://Twitter.com/HBO
Find HBO on Youtube: http://Youtube.com/HBO
Find HBO Official Site: http://HBO.com
Find HBO Connect: http://Connect.hbo.com
Find HBO GO: http://HBOGO.com
Find HBO on Instagram: http://Instagram.com/hbo
Find HBO on Foursquare: http://Foursquare.com/hbo

Check out other HBO Channels
HBO: http://www.youtube.com/hbo
Game of Thrones: http://www.youtube.com/GameofThrones 
True Blood: http://www.youtube.com/trueblood 
HBO Sports: http://www.youtube.com/HBOsports 
Real Time with Bill Maher: http://www.youtube.com/RealTime 
HBO Documentary Films: http://www.youtube.com/HBODocs 
Cinemax: http://www.youtube.com/Cinemax 
HBO Latino: http://www.youtube.com/HBOLatino","Season 3","Subscribe to the Last Week Tonight YouTube: http://itsh.bo/1h6WGc",2016-01-15
"66","DgOgdGpWqzQ","Lost Graphics Vol. 2 (Web Exclusive): Last Week Tonight with John Oliver (HBO)","John Oliver shares more of his favorite graphics that never made it on the show.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Lost Graphics Vol. 2 (Web Exclusive)","John Oliver shares more of his favorite graphics that never made it on the show",2016-01-25
"67","pxM3tvHowaM","Revised Resolutions (Web Exclusive): Last Week Tonight with John Oliver (HBO)","John Oliver helps you revise the New Year’s resolutions you’ve already failed to keep.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Revised Resolutions (Web Exclusive)","John Oliver helps you revise the New Year’s resolutions you’ve already failed to keep",2016-01-04
"68","GjatG8QFoOk","Regifting (Web Exclusive): Last Week Tonight with John Oliver (HBO)","You will receive at least one horrible gift this month. John Oliver has some tips for getting rid of it.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Regifting (Web Exclusive)","You will receive at least one horrible gift this month. John Oliver has some tips for getting rid of it",2015-12-14
"69","_tyszHg96KI","Pennies: Last Week Tonight with John Oliver (HBO)","Pennies are not even worth what they’re worth. So why do we still make them?

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight  

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Pennies","Pennies are not even worth what they’re worth. So why do we still make them",2015-11-23
"70","Mq785nJ0FXQ","Daily Fantasy Sports: Last Week Tonight with John Oliver (HBO)","Daily fantasy sports sites claim they are not gambling enterprises, but they seem awfully…gamblish. 
If only their ads were more truthful.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight  

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Daily Fantasy Sports","Daily fantasy sports sites claim they are not gambling enterprises, but they seem awfully…gamblish.",2015-11-16
"71","gJtYRxH5G2k","Prisoner Re-entry: Last Week Tonight with John Oliver (HBO)","Former offenders face enormous obstacles once they leave prison. John Oliver sits down with Bilal Chatman to discuss the challenges of reentering society.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight  

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Prisoner Re-entry","Former offenders face enormous obstacles once they leave prison. John Oliver sits down with Bilal Chatman to discuss the challenges of reentering society",2015-11-09
"72","5d3nASKtGas","Medicaid Gap: Last Week Tonight with John Oliver (HBO)","The election in 2016 decides our new president, but the one this year could determine whether many Americans will have healthcare.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Medicaid Gap","The election in 2016 decides our new president, but the one this year could determine whether many Americans will have healthcare",2015-11-02
"73","0V5ckcTSYu8","Canadian Election: Last Week Tonight with John Oliver (HBO)","Canada is about to have a major election. John Oliver enlists Mike Myers, a beaver, and a moose to give voters some advice.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight 

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Canadian Election","Canada is about to have a major election. John Oliver enlists Mike Myers, a beaver, and a moose to give voters some advice",2015-10-19
"74","jYusNNldesc","North Dakota: Last Week Tonight with John Oliver (HBO)","North Dakota is known for being polite, but perhaps they’ve been a little too hospitable to oil companies.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight 

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","North Dakota","North Dakota is known for being polite, but perhaps they’ve been a little too hospitable to oil companies",2015-10-12
"75","NGY6DqB1HX8","Mental Health: Last Week Tonight with John Oliver (HBO)","John Oliver explains how our national system of treating mental health works, or more often than not, how it doesn’t.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight  

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Mental Health","John Oliver explains how our national system of treating mental health works, or more often than not, how it doesn’t",2015-10-05
"76","umqvYhb3wf4","Migrants and Refugees: Last Week Tonight with John Oliver (HBO)","Millions of migrants seeking asylum in Europe face hostility, racism, and red tape. John Oliver does one admittedly tiny thing for one of them.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight  

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Migrants and Refugees","Millions of migrants seeking asylum in Europe face hostility, racism, and red tape. John Oliver does one admittedly tiny thing for one of them",2015-09-28
"77","USkEzLuzmZ4","Public Defenders: Last Week Tonight with John Oliver (HBO)","The Miranda warning includes the right to a public defender. It doesn’t include the fact that public defenders are highly overworked and grossly underpaid.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight 

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Public Defenders","The Miranda warning includes the right to a public defender. It doesn’t include the fact that public defenders are highly overworked and grossly underpaid",2015-09-14
"78","5d667Bb_iYA","LGBT Discrimination: Last Week Tonight with John Oliver (HBO)","This year’s gay marriage ruling was a milestone, but LGBT discrimination is still surprisingly legal. John Oliver explains why we need a federal anti-discrimination law.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight 

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","LGBT Discrimination","This year’s gay marriage ruling was a milestone, but LGBT discrimination is still surprisingly legal. John Oliver explains why we need a federal anti-discrimination law",2015-08-24
"79","ACwenVzN2oU","History Lies (Web Exclusive): Last Week Tonight with John Oliver (HBO)","John Oliver shares some of his favorite completely made-up history facts.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","History Lies (Web Exclusive)","John Oliver shares some of his favorite completely made-up history facts",2015-08-31
"80","CQ2noSR1qdY","Back To School (Web Exclusive): Last Week Tonight with John Oliver (HBO)","John Oliver gives students a crash course in everything they will learn — or not learn — in school this year.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Back To School (Web Exclusive)","John Oliver gives students a crash course in everything they will learn — or not learn — in school this year",2015-09-07
"81","7y1xJAVZxXg","Televangelists: Last Week Tonight with John Oliver (HBO)","U.S. tax law allows television preachers to get away with almost anything. We know this from personal experience.

Our Lady of Perpetual Exemption will not be able to accept donations from Church supporters from the states of Mississippi, Nevada, Pennsylvania, or South Carolina.  We apologize for any inconvenience.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Televangelists","U.S. tax law allows television preachers to get away with almost anything. We know this from personal experience",2015-08-17
"82","L0jQz6jqQS0","Sex Education: Last Week Tonight with John Oliver (HBO)","Sex education varies widely between school districts, leaving many teens without comprehensive information. We made a video that covers what some schools are too embarrassed to teach.

Connect with Last Week Tonight online..
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: 
www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Sex Education","Sex education varies widely between school districts, leaving many teens without comprehensive information. We made a video that covers what some schools are too embarrassed to teach",2015-08-10
"83","4Z4j2CrJRn4","Washington DC Statehood: Last Week Tonight with John Oliver (HBO)","Washington DC experiences taxation without representation. It's also missing from rhyming state songs. John Oliver and a group of singing children fix one of these problems.


Connect with Last Week Tonight online..
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: 
www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Washington DC Statehood","Washington DC experiences taxation without representation. It's also missing from rhyming state songs. John Oliver and a group of singing children fix one of these problems",2015-08-03
"84","pDVmldTurqk","Mandatory Minimums: Last Week Tonight with John Oliver (HBO)","Mandatory minimums require fixed prison sentences for certain crimes. John Oliver explains why we treat some turkeys better than most low-level offenders.

Connect with Last Week Tonight online..
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: 
www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Mandatory Minimums","Mandatory minimums require fixed prison sentences for certain crimes. John Oliver explains why we treat some turkeys better than most low-level offenders",2015-07-27
"85","i8xwLWb0lLY","Food Waste: Last Week Tonight with John Oliver (HBO)","Producers, sellers, and consumers waste tons of food. John Oliver discusses the shocking amount of food we don’t eat. 

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Food Waste","Producers, sellers, and consumers waste tons of food. John Oliver discusses the shocking amount of food we don’t eat.",2015-07-20
"86","xcwJt4bcnXs","Stadiums: Last Week Tonight with John Oliver (HBO)","Cities spend massive amounts of public money on privately-owned stadiums. Cities issue tax-exempt municipal bonds that — wait, don’t fall asleep!

Connect with Last Week Tonight online...

Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: 
www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Stadiums","Cities spend massive amounts of public money on privately-owned stadiums. Cities issue tax-exempt municipal bonds that — wait, don’t fall asleep",2015-07-13
"87","hmoAX9f6MOc","Transgender Rights: Last Week Tonight with John Oliver (HBO)","This week’s gay rights victory was historic, but the transgender community still faces staggering challenges. John Oliver focuses on the “T” in “LGBT.""

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Transgender Rights","This week’s gay rights victory was historic, but the transgender community still faces staggering challenges. John Oliver focuses on the “T” in “LGBT.",2015-06-29
"88","U2WlQZf9zSg","Leap Second: Last Week Tonight with John Oliver (HBO)","On June 30th, scientists are adding an extra second to atomic clocks. How will you spend yours?

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Leap Second","On June 30th, scientists are adding an extra second to atomic clocks. How will you spend yours",2015-06-29
"89","Pk2oW4SDDxY","Shallow Dives (Web Exclusive): Last Week Tonight with John Oliver (HBO)","Instead of covering 1 topic in 15 minutes, John Oliver covers 15 topics in 1 minute.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Shallow Dives (Web Exclusive)","Instead of covering 1 topic in 15 minutes, John Oliver covers 15 topics in 1 minute",2015-07-06
"90","EjpJqcM3X94","People Prematurely Declaring The End of Obamacare: Last Week Tonight with John Oliver (HBO)","Five years of people prematurely declaring the end of Obamacare. 

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","People Prematurely Declaring The End of Obamacare","Five years of people prematurely declaring the end of Obamacare.",2015-06-29
"91","PuNIwYsz7PI","Online Harassment: Last Week Tonight with John Oliver (HBO)","Online harassment is a major problem, but it’s rarely prosecuted. If only we’d been warned about this in the early days of the internet.","Online Harassment","Online harassment is a major problem, but it’s rarely prosecuted. If only we’d been warned about this in the early days of the internet",2015-06-22
"92","zmeF2rzsZSU","Torture: Last Week Tonight with John Oliver (HBO)","The US Senate Torture Report revealed horrifying details of America's interrogation program. Helen Mirren will fill you in.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Torture","The US Senate Torture Report revealed horrifying details of America's interrogation program. Helen Mirren will fill you in",2015-06-15
"93","IS5mwymTIJU","Bail: Last Week Tonight with John Oliver (HBO)","John Oliver explains why America’s bail system is better for the reality tv industry than it is for the justice system.

Connect with Last Week Tonight online...

Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Bail","John Oliver explains why America’s bail system is better for the reality tv industry than it is for the justice system",2015-06-08
"94","qr6ar3xJL_Q","FIFA II: Last Week Tonight with John Oliver (HBO)","After the arrests of numerous top officials, John Oliver decided to give an update on the state of FIFA.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","FIFA II","After the arrests of numerous top officials, John Oliver decided to give an update on the state of FIFA",2015-06-01
"95","X9wHzt6gBgI","Chickens: Last Week Tonight with John Oliver (HBO)","John Oliver explains how chicken farming can be unfair, punishing, and inhumane. And not just for the chickens!

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Chickens","John Oliver explains how chicken farming can be unfair, punishing, and inhumane. And not just for the chickens",2015-05-18
"96","W_gRZcI1lto","Lost Graphics (Web Exclusive): Last Week Tonight with John Oliver (HBO)","John Oliver shows off some of his favorite graphics that never made it onto the show.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Lost Graphics (Web Exclusive)","John Oliver shows off some of his favorite graphics that never made it onto the show",2015-05-25
"97","zIhKAQX5izw","Paid Family Leave: Last Week Tonight with John Oliver (HBO)","Many American companies do not offer paid leave after the birth of a child, which means they probably shouldn’t run sappy Mother’s Day ads.","Paid Family Leave","Many American companies do not offer paid leave after the birth of a child, which means they probably shouldn’t run sappy Mother’s Day ads",2015-05-11
"98","J6lyURyVz7k","Standardized Testing: Last Week Tonight with John Oliver (HBO)","American students face a ridiculous amount of testing. John Oliver explains how standardized tests impact school funding, the achievement gap, how often kids are expected to throw up.

Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight
Connect with Last Week Tonight online...
Subscribe to the Last Week Tonight YouTube channel for more almost news as it almost happens: www.youtube.com/user/LastWeekTonight

Find Last Week Tonight on Facebook like your mom would:
http://Facebook.com/LastWeekTonight

Follow us on Twitter for news about jokes and jokes about news:
http://Twitter.com/LastWeekTonight

Visit our official site for all that other stuff at once:
http://www.hbo.com/lastweektonight","Standardized Testing","American students face a ridiculous amount of testing. John Oliver explains how standardized tests impact school funding, the achievement gap, how often kids are expected to throw up",2015-05-04
